Run	Num W	Num R	JSD	Same states
472	5	1013	1.0	False
473	5	90	0.9999999999999998	False
474	5	99	1.0	False
475	5	664	1.0	False
476	5	172	1.0	False
477	5	47	0.9999999999999998	False
478	5	918	0.9999999999999998	False
479	5	125	0.9999999999999998	False
480	5	158	1.0	False
481	5	48	0.9999999999999998	False
482	5	86	0.9999999999999998	False
483	5	259	1.0	False
484	5	118	1.0	False
485	5	140	1.0	False
486	5	813	0.9999999999999998	False
487	5	52	0.9999999999999998	False
488	5	72	1.0	False
489	5	684	1.0	False
490	5	253	1.0	False
491	5	28	1.0	False
492	5	365	1.0	False
493	5	354	1.0	False
494	5	94	0.9999999999999998	False
495	5	166	1.0	False
496	5	46	0.9999999999999998	False
497	5	585	1.0	False
498	5	67	1.0	False
499	5	32	1.0	False
500	5	156	1.0	False
501	5	355	1.0	False
502	5	191	1.0	False
503	5	704	1.0	False
504	5	135	0.9999999999999998	False
505	5	98	0.9999999999999998	False
506	5	83	1.0	False
507	5	971	1.0	False
508	5	383	1.0	False
509	5	167	0.9999999999999998	False
510	5	25	1.0	False
511	5	205	1.0	False
512	5	363	0.9999999999999998	False
513	5	93	0.9999999999999998	False
514	5	482	1.0	False
515	5	911	0.9999999999999998	False
516	5	277	0.9999999999999998	False
517	5	407	1.0	False
518	5	220	1.0	False
519	5	282	1.0	False
520	5	293	1.0	False
521	5	1004	1.0	False
522	5	948	1.0	False
523	5	63	0.9999999999999998	False
524	5	36	0.9999999999999998	False
525	5	151	0.9999999999999998	False
526	5	86	1.0	False
527	5	446	1.0	False
528	5	95	0.9999999999999998	False
529	5	90	0.9999999999999998	False
530	5	34	0.9999999999999998	False
531	5	389	0.9999999999999998	False
532	5	62	1.0	False
533	5	373	1.0	False
534	5	38	0.9999999999999998	False
535	5	684	1.0	False
536	5	362	1.0	False
537	5	1015	0.9999999999999998	False
538	5	84	0.9999999999999998	False
539	5	60	0.9999999999999998	False
540	5	98	0.9999999999999998	False
541	5	51	0.9999999999999998	False
542	5	349	1.0	False
543	5	953	1.0	False
544	5	515	1.0	False
545	5	61	1.0	False
546	5	534	1.0	False
547	5	929	1.0	False
548	5	209	1.0	False
549	5	997	1.0	False
550	5	132	1.0	False
551	5	98	0.9999999999999998	False
552	5	76	1.0	False
553	5	918	1.0	False
554	5	608	1.0	False
555	5	603	1.0	False
556	5	96	1.0	False
557	5	76	1.0	False
558	5	900	0.9999999999999998	False
559	5	518	1.0	False
560	5	221	1.0	False
561	5	93	1.0	False
562	5	168	0.9999999999999998	False
563	5	75	1.0	False
564	5	23	0.9999999999999998	False
565	5	456	1.0	False
566	5	94	1.0	False
567	5	337	1.0	False
568	5	84	0.9999999999999998	False
569	5	678	1.0	False
570	5	5	1.0	False
571	5	28	0.9999999999999998	False
572	5	83	1.0	False
573	5	1019	1.0	False
574	5	1020	0.9999999999999998	False
575	5	672	1.0	False
576	5	1019	0.9999999999999998	False
577	5	104	0.9999999999999998	False
578	5	125	1.0	False
579	5	249	0.9999999999999998	False
580	5	961	1.0	False
581	5	23	1.0	False
582	5	106	0.9999999999999998	False
583	5	179	1.0	False
584	5	237	1.0	False
585	5	301	1.0	False
586	5	931	1.0	False
587	5	74	0.9999999999999998	False
588	5	582	1.0	False
589	5	327	0.9999999999999998	False
590	5	877	0.9999999999999998	False
591	5	13	1.0	False
592	5	121	0.9999999999999998	False
593	5	87	0.9999999999999998	False
594	5	21	1.0	False
595	5	656	1.0	False
596	5	21	0.9999999999999998	False
597	5	131	0.9999999999999998	False
598	5	1014	0.9999999999999998	False
599	5	45	1.0	False
600	5	267	1.0	False
601	5	185	1.0	False
602	5	937	1.0	False
603	5	160	1.0	False
604	5	368	1.0	False
605	5	361	1.0	False
606	5	110	0.9999999999999998	False
607	5	855	1.0	False
608	5	76	1.0	False
609	5	550	1.0	False
610	5	996	0.9999999999999998	False
611	5	58	0.9999999999999998	False
612	5	990	1.0	False
613	5	398	1.0	False
614	5	920	0.9999999999999998	False
615	5	77	0.9999999999999998	False
616	5	62	0.9999999999999998	False
617	5	63	1.0	False
618	5	94	0.9999999999999998	False
619	5	565	0.9999999999999998	False
620	5	702	1.0	False
621	5	144	1.0	False
622	5	470	1.0	False
623	5	33	0.9999999999999998	False
624	5	106	0.9999999999999998	False
625	5	105	0.9999999999999998	False
626	5	191	1.0	False
627	5	971	1.0	False
628	5	742	1.0	False
629	5	386	1.0	False
630	5	169	1.0	False
631	5	537	1.0	False
632	5	143	1.0	False
633	5	58	0.9999999999999998	False
634	5	152	1.0	False
635	5	53	0.9999999999999998	False
636	5	319	1.0	False
637	5	586	0.9999999999999998	False
638	5	1021	1.0	False
639	5	1017	1.0	False
640	5	64	0.9999999999999998	False
641	5	43	0.9999999999999998	False
642	5	80	1.0	False
643	5	459	1.0	False
644	5	711	0.9999999999999998	False
645	5	23	1.0	False
646	5	176	1.0	False
647	5	92	1.0	False
648	5	110	1.0	False
649	5	94	0.9999999999999998	False
650	5	270	1.0	False
651	5	94	0.9999999999999998	False
652	5	360	0.9999999999999998	False
653	5	898	0.9999999999999998	False
654	5	90	1.0	False
655	5	206	1.0	False
656	5	666	1.0	False
657	5	276	1.0	False
658	5	77	0.9999999999999998	False
659	5	696	1.0	False
660	5	196	0.9999999999999998	False
661	5	30	1.0	False
662	5	980	1.0	False
663	5	396	1.0	False
664	5	70	0.9999999999999998	False
665	5	565	1.0	False
666	5	1016	0.9999999999999998	False
667	5	118	0.9999999999999998	False
668	5	30	1.0	False
669	5	313	1.0	False
670	5	75	0.9999999999999998	False
671	5	891	1.0	False
672	5	48	0.9999999999999998	False
673	5	94	1.0	False
674	5	259	1.0	False
675	5	281	1.0	False
676	5	94	0.9999999999999998	False
677	5	738	1.0	False
678	5	78	1.0	False
679	5	99	1.0	False
680	5	968	0.9999999999999998	False
681	5	98	0.9999999999999998	False
682	5	132	1.0	False
683	5	95	1.0	False
684	5	261	0.9999999999999998	False
685	5	474	1.0	False
686	5	606	1.0	False
687	5	311	1.0	False
688	5	91	0.9999999999999998	False
689	5	359	1.0	False
690	5	725	1.0	False
691	5	97	0.9999999999999998	False
692	5	329	1.0	False
693	5	98	0.9999999999999998	False
694	5	456	1.0	False
695	5	83	1.0	False
696	5	143	1.0	False
697	5	76	1.0	False
698	5	251	1.0	False
699	5	165	1.0	False
700	5	68	1.0	False
701	5	688	1.0	False
702	5	97	0.9999999999999998	False
703	5	630	1.0	False
704	5	705	1.0	False
705	5	818	1.0	False
706	5	180	1.0	False
707	5	993	1.0	False
708	5	93	0.9999999999999998	False
709	5	134	1.0	False
710	5	49	0.9999999999999998	False
711	5	1023	1.0	False
712	5	1010	1.0	False
713	5	14	1.0	False
714	5	185	1.0	False
715	5	182	1.0	False
716	5	448	1.0	False
717	5	238	1.0	False
718	5	12	1.0	False
719	5	90	1.0	False
720	5	194	0.9999999999999998	False
721	5	88	0.9999999999999998	False
722	5	378	0.9999999999999998	False
723	5	788	0.9999999999999998	False
724	5	53	0.9999999999999998	False
725	5	50	0.9999999999999998	False
726	5	135	0.9999999999999998	False
727	5	76	1.0	False
728	5	42	0.9999999999999998	False
729	5	765	1.0	False
730	5	44	0.9999999999999998	False
731	5	506	1.0	False
732	5	87	0.9999999999999998	False
733	5	26	0.9999999999999998	False
734	5	645	1.0	False
735	5	104	0.9999999999999998	False
736	5	170	1.0	False
737	5	907	1.0	False
738	5	74	0.9999999999999998	False
739	5	458	0.9999999999999998	False
740	5	135	1.0	False
741	5	20	0.9999999999999998	False
742	5	114	0.9999999999999998	False
743	5	207	1.0	False
744	5	66	0.9999999999999998	False
745	5	93	1.0	False
746	5	764	0.9999999999999998	False
747	5	27	1.0	False
748	5	94	0.9999999999999998	False
749	5	53	0.9999999999999998	False
750	5	1002	1.0	False
751	5	148	1.0	False
752	5	67	0.9999999999999998	False
753	5	84	1.0	False
754	5	770	0.9999999999999998	False
755	5	81	0.9999999999999998	False
756	5	130	1.0	False
757	5	299	1.0	False
758	5	12	0.9999999999999998	False
759	5	251	1.0	False
760	5	225	1.0	False
761	5	48	1.0	False
762	5	154	1.0	False
763	5	238	1.0	False
764	5	736	1.0	False
765	5	166	1.0	False
766	5	794	0.9999999999999998	False
767	5	796	0.9999999999999998	False
768	5	129	0.9999999999999998	False
769	5	732	1.0	False
770	5	62	1.0	False
771	5	132	1.0	False
772	5	1021	0.9999999999999998	False
773	5	85	1.0	False
774	5	52	1.0	False
775	5	143	1.0	False
776	5	533	1.0	False
777	5	83	1.0	False
778	5	201	1.0	False
779	5	378	1.0	False
780	5	547	0.9999999999999998	False
781	5	748	1.0	False
782	5	889	0.9999999999999998	False
783	5	463	1.0	False
784	5	85	1.0	False
785	5	109	0.9999999999999998	False
786	5	56	0.9999999999999998	False
787	5	151	0.9999999999999998	False
788	5	338	1.0	False
789	5	1018	0.9999999999999998	False
790	5	90	0.9999999999999998	False
791	5	266	1.0	False
792	5	113	0.9999999999999998	False
793	5	1003	1.0	False
794	5	558	0.9999999999999998	False
795	5	73	1.0	False
796	5	1002	1.0	False
797	5	108	0.9999999999999998	False
798	5	715	0.9999999999999998	False
799	5	44	1.0	False
800	5	221	0.9999999999999998	False
801	5	68	1.0	False
802	5	81	1.0	False
803	5	85	1.0	False
804	5	260	1.0	False
805	5	479	1.0	False
806	5	503	1.0	False
807	5	323	1.0	False
808	5	859	1.0	False
809	5	19	0.9999999999999998	False
810	5	1022	1.0	False
811	5	43	1.0	False
812	5	997	1.0	False
813	5	38	0.9999999999999998	False
814	5	791	1.0	False
815	5	164	1.0	False
816	5	45	0.9999999999999998	False
817	5	152	1.0	False
818	5	909	1.0	False
819	5	74	1.0	False
820	5	1012	0.9999999999999998	False
821	5	42	0.9999999999999998	False
822	5	386	1.0	False
823	5	206	1.0	False
824	5	160	1.0	False
825	5	1016	1.0	False
826	5	33	0.9999999999999998	False
827	5	1012	0.9999999999999998	False
828	5	89	0.9999999999999998	False
829	5	98	0.9999999999999996	False
830	5	66	0.9999999999999998	False
831	5	39	1.0	False
832	5	124	1.0	False
833	5	150	0.9999999999999998	False
834	5	15	0.9999999999999998	False
835	5	760	1.0	False
836	5	70	1.0	False
837	5	92	0.9999999999999998	False
838	5	45	1.0	False
839	5	521	1.0	False
840	5	55	0.9999999999999998	False
841	5	86	1.0	False
842	5	63	0.9999999999999998	False
843	5	1022	0.9999999999999998	False
844	5	383	1.0	False
845	5	365	1.0	False
846	5	43	1.0	False
847	5	278	1.0	False
848	5	39	0.9999999999999998	False
849	5	515	1.0	False
850	5	407	0.9999999999999998	False
851	5	775	1.0	False
852	5	941	1.0	False
853	5	208	1.0	False
854	5	65	0.9999999999999998	False
855	5	23	1.0	False
856	5	50	0.9999999999999998	False
857	5	56	0.9999999999999998	False
858	5	836	1.0	False
859	5	73	0.9999999999999998	False
860	5	139	1.0	False
861	5	85	0.9999999999999998	False
862	5	684	1.0	False
863	5	72	1.0	False
864	5	478	1.0	False
865	5	40	1.0	False
866	5	70	1.0	False
867	5	282	1.0	False
868	5	230	1.0	False
869	5	130	1.0	False
870	5	43	1.0	False
871	5	1013	0.9999999999999998	False
872	5	40	1.0	False
873	5	975	1.0	False
874	5	35	1.0	False
875	5	581	0.9999999999999998	False
876	5	87	0.9999999999999998	False
877	5	137	0.9999999999999998	False
878	5	39	0.9999999999999998	False
879	5	16	0.9999999999999998	False
880	5	713	1.0	False
881	5	98	0.9999999999999998	False
882	5	46	1.0	False
883	5	123	0.9999999999999998	False
884	5	66	0.9999999999999998	False
885	5	489	1.0	False
886	5	31	1.0	False
887	5	906	1.0	False
888	5	654	1.0	False
889	5	222	1.0	False
890	5	107	1.0	False
891	5	141	1.0	False
892	5	294	1.0	False
893	5	605	1.0	False
894	5	149	1.0	False
895	5	471	1.0	False
896	5	99	1.0	False
897	5	118	0.9999999999999998	False
898	5	305	1.0	False
899	5	82	1.0	False
900	5	621	1.0	False
901	5	69	1.0	False
902	5	136	1.0	False
903	5	274	1.0	False
904	5	612	1.0	False
905	5	641	1.0	False
906	5	949	1.0	False
907	5	112	0.9999999999999998	False
908	5	200	0.9999999999999998	False
909	5	233	1.0	False
910	5	666	1.0	False
911	5	1016	1.0	False
912	5	420	1.0	False
913	5	484	0.9999999999999998	False
914	5	196	1.0	False
915	5	120	0.9999999999999998	False
916	5	1008	1.0	False
917	5	94	1.0	False
918	5	37	0.9999999999999998	False
919	5	122	0.9999999999999998	False
920	5	358	1.0	False
921	5	878	1.0	False
922	5	101	1.0	False
923	5	115	1.0	False
924	5	152	0.9999999999999998	False
925	5	107	1.0	False
926	5	171	1.0	False
927	5	14	1.0	False
928	5	685	1.0	False
929	5	83	1.0	False
930	5	37	0.9999999999999998	False
931	5	296	1.0	False
932	5	340	1.0	False
933	5	253	1.0	False
934	5	215	1.0	False
935	5	231	0.9999999999999998	False
936	5	875	0.9999999999999998	False
937	5	442	0.9999999999999998	False
938	5	224	0.9999999999999998	False
939	5	176	1.0	False
940	5	131	1.0	False
941	5	314	1.0	False
942	5	86	1.0	False
943	5	1012	0.9999999999999998	False
944	5	130	1.0	False
945	5	847	0.9999999999999998	False
946	5	82	1.0	False
947	5	14	0.9999999999999998	False
948	5	98	0.9999999999999996	False
949	5	137	1.0	False
950	5	345	1.0	False
951	5	33	0.9999999999999998	False
952	5	807	1.0	False
953	5	101	1.0	False
954	5	20	1.0	False
955	5	756	1.0	False
956	5	194	1.0	False
957	5	186	1.0	False
958	5	105	0.9999999999999998	False
959	5	68	1.0	False
960	5	890	0.9999999999999998	False
961	5	55	0.9999999999999998	False
962	5	254	1.0	False
963	5	52	1.0	False
964	5	213	1.0	False
965	5	114	0.9999999999999998	False
966	5	24	1.0	False
967	5	72	0.9999999999999998	False
968	5	35	0.9999999999999998	False
969	5	355	0.9999999999999998	False
970	5	146	0.9999999999999998	False
971	5	41	1.0	False
972	5	217	0.9999999999999998	False
973	5	58	1.0	False
974	5	376	1.0	False
975	5	170	1.0	False
976	5	58	1.0	False
977	5	352	0.9999999999999998	False
978	5	250	1.0	False
979	5	105	0.9999999999999998	False
980	5	287	1.0	False
981	5	190	1.0	False
982	5	97	0.9999999999999998	False
983	5	655	1.0	False
984	5	98	1.0	False
985	5	52	1.0	False
986	5	417	1.0	False
987	5	68	1.0	False
988	5	126	1.0	False
989	5	292	1.0	False
990	5	728	1.0	False
991	5	61	0.9999999999999998	False
992	5	116	0.9999999999999998	False
993	5	801	0.9999999999999998	False
994	5	465	1.0	False
995	5	33	0.9999999999999998	False
996	5	118	0.9999999999999998	False
997	5	179	1.0	False
998	5	51	1.0	False
999	5	62	0.9999999999999998	False
1000	5	22	1.0	False
